,age,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,income,net_capital
18760,55,9,9,3,2,0,3,0,40,0,0
18761,41,10,10,5,10,4,3,0,50,0,0
18762,44,13,13,5,11,4,3,0,52,1,7688
18763,18,6,7,0,4,2,3,0,40,0,0
18764,74,13,13,5,11,4,3,0,10,0,0
18765,40,15,16,5,12,4,3,0,40,1,0
18766,27,9,9,5,7,4,3,0,40,0,0
18767,75,4,5,5,12,4,0,0,5,0,1409
18768,55,9,9,2,4,2,3,1,40,0,0
18769,52,3,4,5,7,4,4,0,40,0,0
18770,54,10,10,2,10,0,3,1,48,0,0
18771,36,9,9,2,7,0,3,0,48,0,0
18772,76,10,10,5,4,4,3,0,8,0,0
18773,26,9,9,0,2,5,3,1,40,0,0
18774,18,6,7,0,7,5,3,0,20,0,0
18775,38,9,9,2,11,2,3,0,50,0,0
18776,50,13,13,5,6,4,3,0,40,1,7298
18777,19,10,10,0,12,5,3,1,25,0,0
18778,32,10,10,5,11,4,3,0,60,1,0
18779,57,13,13,5,10,4,3,0,40,1,0
18780,20,9,9,0,1,5,0,0,40,0,0
18781,27,10,10,0,4,2,3,1,40,0,0
18782,31,13,13,4,11,2,3,0,60,0,-1980
18783,60,2,3,2,3,2,3,1,40,0,0
18784,52,9,9,2,7,0,3,1,50,0,0
18785,61,3,4,5,6,4,3,0,40,0,0
18786,57,9,9,1,7,2,3,0,55,1,0
18787,19,10,10,0,12,5,3,0,40,0,0
18788,59,8,15,5,10,4,3,0,25,0,0
18789,34,9,9,0,7,2,3,0,45,1,0
18790,31,12,12,5,7,2,1,0,50,1,0
18791,42,9,9,2,1,2,0,0,35,0,0
18792,70,10,10,0,4,2,3,1,6,0,0
18793,47,13,13,5,4,4,1,0,40,1,0
18794,47,9,9,5,12,4,3,0,40,0,3942
18795,29,10,10,5,6,4,3,0,45,1,0
18796,27,6,7,0,2,1,0,0,40,0,0
18797,25,7,8,5,8,3,3,1,40,0,0
18798,51,13,13,5,11,4,3,0,60,1,5178
18799,28,9,9,0,8,5,0,1,40,0,0
18800,35,13,13,5,7,4,3,0,40,0,0
18801,36,10,10,5,7,4,3,0,60,1,0
18802,54,14,14,0,12,2,3,1,40,0,0
18803,46,11,11,5,7,4,3,0,40,0,0
18804,52,11,11,3,8,0,3,1,35,0,0
18805,65,3,4,5,3,4,3,0,40,0,0
18806,43,11,11,2,3,2,3,0,40,0,0
18807,41,9,9,2,12,0,1,1,40,0,0
18808,34,13,13,0,11,1,3,1,45,0,-1741
18809,47,13,13,5,11,4,3,0,30,0,0
18810,49,14,14,0,11,2,3,0,56,1,0
18811,21,10,10,0,8,2,3,1,25,0,0
18812,20,10,10,0,8,2,3,1,25,0,0
18813,18,7,8,0,1,5,3,0,40,0,0
18814,27,10,10,0,10,2,0,0,40,0,0
18815,34,9,9,5,7,4,3,0,50,0,0
18816,38,10,10,2,4,0,3,1,40,0,0
18817,24,9,9,0,4,2,3,0,40,0,0
18818,34,10,10,0,10,2,3,0,65,0,0
18819,47,9,9,5,3,4,3,0,50,1,0
18820,27,9,9,3,11,0,0,1,40,0,0
18821,63,11,11,1,4,0,3,1,8,0,0
18822,34,10,10,5,4,4,0,0,40,1,0
18823,25,10,10,4,10,2,3,0,50,0,0
18824,54,9,9,1,3,0,3,0,40,0,914
18825,19,10,10,0,4,5,3,1,35,0,0
18826,35,9,9,2,10,2,3,1,50,0,0
18827,24,10,10,5,6,4,3,0,70,1,0
18828,26,10,10,0,4,5,1,1,35,0,0
18829,59,11,11,2,4,2,3,1,40,0,0
18830,43,15,16,4,12,2,3,1,40,0,0
18831,20,10,10,0,8,5,3,1,40,0,0
18832,41,9,9,5,5,4,3,0,40,0,0
18833,51,10,10,5,10,4,3,0,40,0,0
18834,27,9,9,0,4,0,2,1,40,0,0
18835,36,9,9,5,11,4,3,0,40,0,0
18836,25,10,10,0,5,5,3,0,60,0,0
18837,55,13,13,5,10,4,3,0,50,1,0
18838,22,10,10,0,12,2,3,1,21,0,0
18839,58,15,16,5,12,4,1,0,40,0,4064
18840,43,10,10,5,4,3,3,1,15,0,4064
18841,39,11,11,5,4,3,3,1,20,1,0
18842,40,4,5,0,3,0,0,1,40,0,0
18843,46,9,9,2,11,2,3,0,45,0,0
18844,54,9,9,0,4,0,3,1,20,0,0
18845,19,10,10,0,10,5,0,0,30,0,0
18846,24,9,9,5,4,4,3,0,40,0,0
18847,53,9,9,5,7,4,3,0,40,0,0
18848,24,14,14,0,12,2,3,0,13,0,0
18849,29,9,9,0,5,5,3,0,65,0,0
18850,56,10,10,5,11,4,3,0,50,1,7688
18851,54,9,9,5,12,4,3,0,40,1,0
18852,21,10,10,0,8,2,3,1,30,0,0
18853,34,4,5,3,7,2,3,0,40,0,0
18854,56,6,7,2,3,2,3,1,40,0,0
18855,34,13,13,5,12,4,3,0,50,1,7688
18856,19,5,6,0,10,0,0,1,40,0,0
18857,32,9,9,5,10,4,3,0,65,1,0
18858,48,9,9,2,4,0,3,1,52,0,0
18859,67,14,14,5,11,4,0,0,40,1,0
18860,47,9,9,5,6,4,3,0,25,0,0
18861,52,9,9,5,6,4,3,0,60,1,0
18862,40,1,2,4,3,0,3,1,40,0,0
18863,28,5,6,5,7,4,3,0,50,0,0
18864,41,13,13,5,11,4,3,0,50,1,7298
18865,57,1,2,2,7,0,3,0,40,0,0
18866,51,9,9,2,4,2,3,1,40,0,0
18867,26,6,7,0,12,2,3,1,35,0,0
18868,36,13,13,5,12,4,1,0,45,0,0
18869,33,10,10,5,11,4,3,0,50,1,0
18870,46,13,13,5,7,4,3,0,45,1,0
18871,50,9,9,2,4,1,1,1,40,0,0
18872,33,10,10,4,7,2,3,0,40,0,0
18873,77,9,9,0,3,2,3,0,20,0,401
18874,39,14,14,0,11,2,0,0,52,1,8614
18875,67,9,9,1,4,0,3,0,3,0,0
18876,35,12,12,2,2,0,3,1,24,0,0
18877,23,5,6,0,7,5,0,1,40,0,0
18878,37,11,11,2,12,2,3,1,45,1,8614
18879,41,9,9,5,6,4,3,0,50,1,0
18880,60,12,12,5,4,4,3,0,35,1,0
18881,32,13,13,0,4,2,3,0,55,0,0
18882,56,9,9,5,6,4,4,0,40,0,0
18883,45,11,11,2,9,0,3,1,40,0,0
18884,24,9,9,2,11,2,3,1,45,1,0
18885,18,5,6,0,2,5,3,0,27,0,0
18886,31,9,9,5,8,4,2,0,40,0,0
18887,21,10,10,0,12,5,3,0,50,0,0
18888,45,13,13,5,11,4,3,0,55,1,-1977
18889,23,10,10,0,8,2,3,1,40,0,0
18890,45,10,10,5,11,4,3,0,40,0,0
18891,18,6,7,0,10,1,4,1,25,0,0
18892,25,9,9,5,6,4,0,0,30,0,0
18893,31,9,9,5,10,4,3,0,40,0,0
18894,19,9,9,0,3,1,3,0,45,0,0
18895,41,13,13,5,11,4,3,0,40,1,0
18896,74,8,15,1,4,2,0,1,20,0,0
18897,27,2,3,0,6,2,3,0,40,0,0
18898,23,9,9,0,4,2,3,1,40,0,0
18899,31,11,11,5,10,4,3,0,40,1,0
18900,40,9,9,5,2,4,3,0,40,0,0
18901,41,9,9,5,6,4,3,0,40,1,0
18902,25,14,14,0,10,2,3,0,20,0,0
18903,42,9,9,5,7,4,4,0,60,0,0
18904,24,13,13,0,7,2,3,1,40,0,0
18905,42,12,12,5,7,4,3,0,50,1,0
18906,45,5,6,5,7,4,3,0,70,0,0
18907,52,9,9,5,11,4,3,0,40,1,7298
18908,34,11,11,2,7,2,3,0,40,0,0
18909,32,9,9,0,2,1,3,0,60,0,0
18910,54,9,9,5,7,4,3,0,45,0,0
18911,42,6,7,0,9,2,3,0,40,0,-1340
18912,32,13,13,5,9,4,3,0,40,1,15024
18913,40,10,10,5,12,3,3,1,20,0,0
18914,55,13,13,5,10,4,3,0,60,1,0
18915,66,6,7,0,12,2,3,0,30,0,0
18916,52,14,14,5,12,4,3,0,40,0,0
18917,21,10,10,0,4,2,3,1,15,0,0
18918,33,13,13,5,11,3,3,1,40,1,0
18919,52,11,11,5,11,4,3,0,50,1,0
18920,28,2,3,0,3,2,3,1,40,0,0
18921,27,6,7,5,7,4,3,0,40,0,0
18922,42,13,13,2,12,2,3,1,50,0,0
18923,27,10,10,0,4,5,3,1,45,0,0
18924,47,11,11,5,7,4,3,0,40,1,7688
18925,19,9,9,0,8,2,3,1,40,0,0
18926,46,10,10,5,7,4,3,0,40,0,0
18927,55,9,9,1,8,2,3,1,25,0,0
18928,50,3,4,5,10,4,2,0,49,0,0
18929,32,10,10,0,4,2,3,1,50,0,4101
18930,28,9,9,5,4,3,3,1,40,0,0
18931,23,9,9,0,4,5,0,1,40,0,0
18932,43,14,14,4,11,2,3,0,50,0,0
18933,34,13,13,5,12,4,3,0,40,1,0
18934,19,10,10,0,4,2,1,0,40,0,0
18935,37,10,10,5,11,4,1,0,55,0,0
18936,27,13,13,0,4,1,1,1,40,0,0
18937,18,9,9,0,10,5,3,1,24,0,0
18938,31,10,10,1,4,0,3,1,40,0,0
18939,49,9,9,5,6,4,3,0,50,0,0
18940,26,8,15,5,12,4,3,0,60,0,0
18941,48,9,9,5,7,4,3,0,45,1,0
18942,39,9,9,5,7,4,0,0,40,0,0
18943,41,9,9,3,3,0,3,1,40,0,0
18944,48,11,11,2,12,0,3,1,56,1,0
18945,40,13,13,2,11,2,3,1,40,1,10520
18946,70,13,13,5,10,4,3,0,70,1,0
18947,20,9,9,0,2,5,3,0,43,0,0
18948,38,2,3,5,8,4,3,0,75,0,0
18949,37,10,10,3,8,5,3,1,40,0,0
18950,49,10,10,1,11,2,3,1,40,1,0
18951,51,9,9,5,2,4,3,0,40,1,3103
18952,43,1,2,0,10,5,3,0,40,0,0
18953,38,8,15,0,12,2,3,0,50,0,0
18954,18,6,7,0,7,5,3,0,36,0,0
18955,23,3,4,0,8,2,3,0,25,0,0
18956,34,9,9,5,7,4,3,0,40,0,0
18957,62,10,10,5,12,4,3,0,24,0,0
18958,33,10,10,0,4,0,3,0,40,0,0
18959,31,10,10,0,5,2,3,1,45,0,0
18960,64,10,10,1,9,0,3,1,40,0,0
18961,26,13,13,5,12,4,3,0,28,0,0
18962,55,10,10,5,12,4,3,0,40,0,0
18963,61,13,13,4,12,2,3,0,40,0,0
18964,37,9,9,5,9,4,3,0,40,1,0
18965,78,13,13,5,11,4,3,0,15,0,0
18966,27,10,10,0,4,0,0,1,40,0,0
18967,49,9,9,2,12,2,3,0,42,0,0
18968,55,14,14,5,12,4,3,0,45,1,7688
18969,42,13,13,5,6,4,3,0,58,0,0
18970,22,9,9,0,4,1,3,1,40,0,0
18971,61,4,5,5,7,4,3,0,40,0,0
18972,64,13,13,5,4,4,3,0,5,0,0
18973,46,9,9,5,8,4,3,0,40,0,0
18974,24,13,13,0,11,2,3,0,40,0,0
18975,27,10,10,5,7,4,3,0,70,0,2829
18976,47,9,9,5,6,4,3,0,55,1,7688
18977,18,10,10,2,8,5,3,0,15,0,0
18978,48,9,9,5,10,4,3,0,50,0,0
18979,50,9,9,2,5,2,3,0,40,0,0
18980,40,14,14,2,12,2,3,1,45,0,0
18981,56,5,6,2,10,5,3,0,40,0,0
18982,34,9,9,0,4,2,3,1,40,0,4865
18983,56,13,13,5,10,4,3,0,40,0,0
18984,18,6,7,0,8,5,3,0,20,0,0
18985,21,10,10,0,8,5,3,1,25,0,0
18986,40,9,9,2,9,0,3,1,40,0,0
18987,27,9,9,5,2,1,3,0,50,0,0
18988,52,8,15,5,12,4,3,0,45,1,99999
18989,46,9,9,2,10,2,3,1,30,0,0
18990,23,9,9,0,4,5,3,1,40,0,0
18991,50,10,10,5,9,4,3,0,45,1,0
18992,19,10,10,0,3,1,3,0,50,0,0
18993,20,9,9,0,8,2,3,0,40,0,0
18994,39,10,10,2,11,2,3,1,40,1,8614
18995,24,6,7,0,7,5,3,0,35,0,0
18996,72,11,11,1,4,2,3,1,40,0,0
18997,42,14,14,5,12,3,3,1,20,1,0
18998,42,13,13,2,10,0,3,0,45,0,0
18999,51,13,13,2,11,2,4,0,50,0,0
19000,39,9,9,5,10,4,3,0,50,1,0
19001,40,10,10,0,4,0,4,1,35,0,2977
19002,34,10,10,5,10,4,3,0,55,1,0
19003,19,6,7,0,2,5,3,0,40,0,0
19004,26,9,9,0,11,5,3,1,40,0,0
19005,45,13,13,2,12,0,3,1,50,1,4934
19006,28,14,14,0,12,2,3,1,40,1,0
19007,30,13,13,0,12,2,3,0,40,1,0
19008,32,9,9,0,4,2,3,1,40,0,0
19009,19,10,10,0,8,5,3,1,25,0,0
19010,21,9,9,0,8,5,3,0,35,0,0
19011,54,9,9,5,0,1,0,1,20,0,0
19012,62,8,15,5,12,4,3,0,30,1,0
19013,25,10,10,0,8,2,3,0,48,0,2597
19014,49,10,10,2,11,0,3,1,32,0,0
19015,32,9,9,5,7,4,3,0,40,1,0
19016,26,10,10,0,12,2,3,0,40,0,-1602
19017,37,9,9,5,1,4,3,0,40,1,0
19018,58,9,9,2,10,1,3,1,40,0,0
19019,37,10,10,5,4,3,3,1,45,1,7298
19020,41,9,9,0,11,2,3,1,40,0,0
19021,38,13,13,5,11,4,3,0,40,1,7688
19022,47,9,9,5,8,4,3,0,40,0,0
19023,42,9,9,2,8,0,0,0,35,0,0
19024,30,9,9,5,4,4,3,0,40,0,-1902
19025,43,10,10,5,10,4,3,0,40,1,7688
19026,34,9,9,5,3,4,0,0,40,0,0
19027,57,10,10,2,11,1,3,1,10,0,594
19028,46,6,7,5,3,4,3,0,40,0,0
19029,32,10,10,5,6,4,3,0,55,0,0
19030,20,4,5,0,3,5,3,1,11,0,0
19031,47,11,11,2,10,2,3,0,50,0,0
19032,55,9,9,2,12,2,3,0,20,0,0
19033,53,3,4,5,11,4,3,0,50,1,4386
19034,43,13,13,5,10,4,3,0,65,1,0
19035,80,3,4,5,5,4,3,0,30,0,0
19036,24,10,10,0,8,5,3,1,40,0,0
19037,43,14,14,5,11,4,3,0,60,1,-1977
19038,22,9,9,0,2,5,3,0,40,0,0
19039,40,10,10,3,11,2,0,0,40,0,0
19040,48,9,9,5,11,4,3,0,50,1,0
19041,56,9,9,5,12,4,3,0,25,0,0
19042,34,6,7,2,7,5,3,0,84,0,0
19043,51,9,9,5,7,4,3,0,45,1,0
19044,24,9,9,0,4,2,3,1,40,0,0
19045,19,9,9,0,8,5,3,1,40,0,0
19046,34,10,10,2,4,0,3,1,30,0,0
19047,24,9,9,0,7,5,3,0,40,0,0
19048,41,13,13,5,6,4,3,0,48,1,0
19049,24,9,9,2,10,2,3,1,38,0,0
19050,22,10,10,0,1,5,3,0,40,0,0
19051,32,10,10,2,4,0,3,1,40,0,0
19052,41,13,13,2,11,2,3,1,55,0,0
19053,20,10,10,0,8,5,3,0,35,0,0
19054,31,9,9,0,8,2,0,0,40,0,0
19055,55,13,13,5,9,4,3,0,18,1,0
19056,49,15,16,5,12,4,0,0,60,1,-1902
19057,26,13,13,0,10,5,3,0,40,0,0
19058,27,9,9,2,6,2,3,0,70,0,0
19059,35,9,9,3,4,2,3,1,40,0,0
19060,40,9,9,2,8,2,3,0,60,0,0
19061,59,10,10,5,12,4,3,0,34,0,0
19062,61,10,10,5,10,4,3,0,45,1,0
19063,31,9,9,0,10,5,0,1,40,0,0
19064,43,14,14,2,1,2,3,0,60,1,0
19065,61,2,3,0,2,2,0,0,40,0,-2339
19066,54,12,12,1,4,0,3,1,30,0,0
19067,30,10,10,5,10,4,3,0,50,0,0
19068,20,10,10,0,10,2,3,1,50,0,0
19069,27,14,14,0,12,2,3,1,50,0,0
19070,44,10,10,2,3,2,3,0,60,0,0
19071,64,10,10,1,4,2,3,1,40,0,0
19072,55,9,9,2,4,2,3,1,40,0,0
19073,34,9,9,2,7,2,3,0,55,0,6849
19074,61,9,9,1,10,2,3,1,35,0,0
19075,28,13,13,5,12,4,3,0,40,0,0
19076,34,9,9,2,3,0,0,1,40,0,0
19077,47,8,15,5,12,4,3,0,60,1,-1977
19078,26,13,13,0,4,2,3,0,45,0,0
19079,35,6,7,0,8,0,4,0,40,0,0
19080,36,13,13,5,12,4,3,0,38,0,0
19081,47,13,13,5,12,4,3,0,40,1,0
19082,17,6,7,0,8,5,0,1,25,0,0
19083,35,10,10,5,12,4,3,0,60,0,0
19084,33,14,14,0,12,5,3,0,20,0,0
19085,25,12,12,5,4,3,3,1,40,0,0
19086,18,5,6,0,10,5,3,0,10,0,0
19087,47,14,14,3,12,2,3,0,38,0,0
19088,44,9,9,1,8,0,0,1,30,0,0
19089,41,9,9,2,8,0,3,1,30,0,0
19090,30,13,13,0,4,2,3,1,40,0,0
19091,53,10,10,5,5,4,3,0,50,0,0
19092,53,9,9,1,8,0,0,1,20,0,0
19093,40,9,9,5,10,3,3,1,20,0,5013
19094,24,10,10,0,4,2,3,0,24,0,-2205
19095,27,13,13,0,10,5,3,0,40,0,0
19096,50,2,3,5,6,4,3,0,37,0,0
19097,36,6,7,5,7,4,3,0,50,0,0
19098,41,1,2,5,3,4,3,0,40,1,0
19099,41,14,14,0,12,2,3,1,40,0,0
19100,31,9,9,0,8,2,3,1,40,0,0
19101,32,13,13,5,11,4,3,0,40,0,0
19102,22,10,10,0,3,5,3,0,48,0,0
19103,22,5,6,2,7,5,3,0,40,0,0
19104,18,7,8,0,12,5,3,0,30,0,0
19105,39,13,13,5,12,4,0,0,30,0,0
19106,38,9,9,5,11,3,3,1,55,0,0
19107,35,9,9,5,7,4,3,0,40,0,0
19108,23,10,10,0,3,2,3,0,40,0,0
19109,54,13,13,5,11,4,3,0,40,1,0
19110,36,14,14,5,12,4,3,0,60,1,0
19111,63,9,9,5,11,4,3,0,55,0,0
19112,39,10,10,5,11,4,3,0,48,0,0
19113,57,10,10,5,10,4,3,0,60,1,0
19114,58,8,15,5,12,4,3,0,50,1,-1977
19115,29,13,13,0,4,2,1,1,40,0,0
19116,17,6,7,0,10,5,3,1,20,0,0
19117,40,9,9,2,7,2,3,0,40,0,0
19118,69,10,10,5,8,3,3,1,15,0,0
19119,28,5,6,2,10,2,3,1,40,0,0
19120,38,4,5,5,7,4,3,0,40,0,0
19121,44,8,15,0,12,2,3,0,40,1,14084
19122,45,8,15,2,12,0,0,1,40,0,-1726
19123,33,13,13,5,4,4,0,0,40,0,0
19124,41,10,10,5,8,4,3,0,40,1,-1485
19125,37,9,9,5,10,4,3,0,60,1,7688
19126,50,10,10,5,10,4,3,0,45,1,0
19127,48,13,13,5,12,4,3,0,50,0,0
19128,26,9,9,0,12,0,0,1,40,0,0
19129,36,10,10,5,11,4,3,0,60,1,0
19130,21,10,10,0,8,5,3,1,37,0,0
19131,37,12,12,5,5,4,3,0,40,0,0
19132,20,10,10,0,12,5,3,1,20,0,0
19133,54,9,9,5,10,3,3,1,30,0,0
19134,28,9,9,3,10,1,3,1,40,0,0
19135,27,10,10,0,12,2,3,0,40,0,0
19136,33,11,11,0,8,0,0,1,40,0,0
19137,46,9,9,5,7,4,3,0,40,0,0
19138,28,6,7,2,7,0,3,1,58,0,0
19139,17,5,6,0,5,5,3,0,40,0,0
19140,40,8,15,0,12,2,3,0,45,1,-2444
19141,47,14,14,5,10,4,3,0,40,1,0
19142,44,1,2,0,3,2,3,1,40,0,0
19143,25,7,8,0,2,0,3,0,43,0,0
19144,35,13,13,5,12,4,3,0,55,0,0
19145,29,10,10,5,10,3,3,1,25,0,0
19146,30,9,9,2,3,0,3,0,40,0,0
19147,30,10,10,5,2,4,3,0,40,0,0
19148,56,3,4,2,8,0,3,1,40,0,0
19149,25,13,13,0,12,5,3,0,30,0,0
19150,28,9,9,0,2,5,0,0,40,0,0
19151,43,4,5,5,7,4,3,0,40,0,0
19152,47,9,9,5,1,4,3,0,60,1,0
19153,46,13,13,5,7,4,3,0,40,0,0
19154,41,14,14,2,12,0,3,1,35,0,0
19155,38,12,12,5,4,3,3,1,33,1,7688
19156,29,9,9,0,1,1,0,0,40,0,0
19157,25,2,3,0,7,2,3,0,40,0,0
19158,56,6,7,5,7,4,3,0,45,0,0
19159,31,3,4,5,2,4,3,0,40,0,0
19160,22,6,7,0,8,1,3,0,40,0,0
19161,31,9,9,0,2,1,3,0,40,0,0
19162,28,10,10,3,4,2,3,1,40,0,0
19163,53,13,13,5,11,4,0,0,40,0,0
19164,45,14,14,2,11,2,3,1,50,1,0
19165,71,0,1,1,7,0,0,0,10,0,0
19166,65,9,9,1,10,0,3,1,40,0,0
19167,39,9,9,5,7,4,3,0,50,1,7298
19168,19,9,9,6,10,3,3,1,40,0,0
19169,34,13,13,2,12,0,3,1,40,0,0
19170,36,9,9,5,4,4,3,0,45,0,0
19171,40,9,9,4,8,5,3,1,40,0,0
19172,90,10,10,3,4,5,3,1,40,0,0
19173,56,8,15,5,11,4,3,0,16,0,0
19174,21,9,9,0,12,2,3,1,40,0,0
19175,48,13,13,5,11,4,3,0,45,1,0
19176,45,10,10,3,4,0,3,1,27,0,0
19177,46,9,9,5,3,4,3,0,40,1,0
19178,64,5,6,3,8,2,3,1,35,0,0
19179,29,14,14,0,12,5,1,0,40,0,0
19180,22,9,9,2,9,0,3,1,30,0,0
19181,47,9,9,5,6,4,3,0,48,1,0
19182,67,13,13,5,11,4,3,0,75,1,-2392
19183,43,9,9,5,2,4,3,0,40,0,0
19184,42,10,10,5,10,4,3,0,40,0,0
19185,31,10,10,5,8,4,3,0,50,0,-1672
19186,53,6,7,2,8,0,3,1,40,0,0
19187,81,4,5,1,0,2,0,1,5,0,2062
19188,33,9,9,2,4,5,3,1,40,0,-1138
19189,17,7,8,0,8,5,3,1,8,0,0
19190,55,8,15,5,11,4,3,0,50,1,0
19191,28,9,9,0,2,5,3,0,30,0,0
19192,24,10,10,0,10,5,3,1,40,0,0
19193,40,9,9,3,4,0,3,1,45,0,0
19194,30,14,14,0,4,2,3,1,40,0,0
19195,24,6,7,0,3,0,3,1,40,0,0
19196,26,14,14,5,10,3,3,1,40,0,0
19197,38,10,10,2,10,0,3,1,38,0,0
19198,30,9,9,5,9,4,3,0,40,1,0
19199,33,13,13,5,11,4,3,0,50,0,0
19200,40,9,9,5,10,4,3,0,60,1,0
19201,63,9,9,5,5,4,3,0,98,0,0
19202,23,3,4,0,7,1,3,0,36,0,0
19203,56,9,9,2,7,0,0,0,40,0,0
19204,42,11,11,5,11,4,3,0,60,0,0
19205,40,9,9,0,7,2,3,0,40,0,0
19206,49,12,12,5,10,3,3,1,40,1,-1902
19207,35,9,9,4,7,2,1,0,40,0,0
19208,52,9,9,2,3,5,0,1,35,0,0
19209,28,13,13,0,4,5,3,1,40,0,0
19210,35,5,6,5,6,4,3,0,70,0,0
19211,21,10,10,0,4,5,3,1,5,0,0
19212,43,9,9,0,7,2,3,0,35,0,0
19213,32,11,11,0,12,0,3,1,2,0,0
19214,29,8,15,0,12,5,3,0,50,1,0
19215,23,13,13,0,3,5,3,0,25,0,0
19216,50,10,10,5,4,4,3,0,48,0,-1740
19217,34,10,10,0,8,5,0,0,40,0,0
19218,19,9,9,0,8,5,3,0,40,0,0
19219,47,6,7,5,3,3,0,1,40,0,0
19220,37,10,10,5,5,4,3,0,40,0,0
19221,25,9,9,0,10,0,0,1,35,0,0
19222,75,10,10,5,11,4,3,0,35,1,0
19223,24,9,9,5,7,4,3,0,40,0,0
19224,28,13,13,0,9,5,1,0,20,0,0
19225,17,6,7,0,8,5,3,1,16,0,0
19226,31,9,9,0,7,5,0,0,40,0,0
19227,31,0,1,0,8,1,3,1,35,0,0
19228,18,9,9,0,5,5,3,0,10,0,0
19229,45,13,13,5,12,4,3,0,55,1,0
19230,31,9,9,0,7,5,3,0,42,0,0
19231,27,13,13,5,12,4,3,0,42,1,0
19232,48,10,10,1,11,0,0,1,38,0,-1669
19233,22,9,9,5,12,3,3,1,22,0,0
19234,34,13,13,5,1,4,0,0,30,0,0
19235,26,9,9,0,3,0,0,1,40,0,0
19236,53,10,10,5,12,4,3,0,40,0,0
19237,60,13,13,5,11,4,3,0,35,1,0
19238,49,14,14,3,12,0,3,1,50,0,0
19239,40,10,10,2,11,2,3,1,40,0,0
19240,48,5,6,5,5,4,3,0,80,0,0
19241,23,13,13,0,12,2,3,0,50,0,0
19242,68,3,4,1,6,2,0,0,10,0,0
19243,42,11,11,5,12,4,3,0,40,1,0
19244,37,9,9,0,5,5,3,0,85,0,0
19245,27,9,9,0,7,5,3,1,45,0,0
19246,38,10,10,5,11,4,3,0,44,1,0
19247,27,9,9,0,7,2,3,0,35,0,0
19248,75,9,9,1,4,2,3,1,40,0,0
19249,49,13,13,5,10,4,3,0,52,1,0
19250,27,10,10,0,10,2,3,0,20,0,0
19251,36,13,13,0,5,2,3,0,50,0,0
19252,36,13,13,5,12,4,3,0,45,1,3103
19253,35,9,9,2,2,5,3,0,35,0,0
19254,36,9,9,5,10,4,3,0,40,1,0
19255,53,6,7,5,7,4,0,0,40,0,0
19256,27,10,10,0,4,0,0,1,40,0,0
19257,34,9,9,2,7,2,3,0,35,0,3325
19258,61,10,10,5,10,4,3,0,44,1,0
19259,29,9,9,2,3,0,3,0,56,0,0
19260,40,10,10,2,4,0,0,1,35,0,0
19261,37,14,14,0,11,2,3,0,40,1,0
19262,22,4,5,0,2,1,3,0,30,0,0
19263,43,10,10,5,11,4,3,0,40,0,0
19264,55,9,9,5,5,4,3,0,30,0,0
19265,28,10,10,2,4,0,3,1,40,0,0
19266,23,13,13,0,8,5,3,1,30,0,0
19267,64,6,7,5,7,4,0,0,40,1,0
19268,46,10,10,0,2,2,3,0,40,0,0
19269,29,10,10,0,7,5,3,0,40,0,0
19270,44,14,14,5,11,4,1,0,48,0,0
19271,20,10,10,0,12,5,3,0,25,0,0
19272,62,10,10,2,10,2,3,0,40,0,0
19273,49,11,11,0,11,0,3,1,35,0,0
19274,29,5,6,5,5,3,4,1,40,0,0
19275,35,13,13,5,10,4,3,0,60,0,0
19276,39,6,7,5,6,4,3,0,30,0,0
19277,39,13,13,0,11,2,3,0,45,0,0
19278,37,9,9,2,3,1,3,1,32,0,0
19279,38,9,9,5,2,4,3,0,30,0,2829
19280,72,9,9,5,12,4,3,0,8,0,0
19281,31,3,4,5,3,4,3,0,40,0,0
19282,55,3,4,5,7,4,3,0,60,0,0
19283,38,10,10,3,8,0,3,1,40,0,0
19284,33,10,10,2,10,2,3,1,25,0,0
19285,25,12,12,0,4,2,3,1,40,0,0
19286,19,10,10,0,12,5,3,0,30,0,0
19287,37,11,11,2,9,0,3,1,52,0,0
19288,49,10,10,2,9,1,3,0,35,0,0
19289,26,9,9,0,7,1,3,0,40,0,0
19290,35,9,9,5,7,4,3,0,43,0,0
19291,44,9,9,5,10,3,3,1,60,0,0
19292,37,14,14,3,11,2,3,0,45,1,0
19293,42,13,13,5,12,4,3,0,45,1,0
19294,64,15,16,0,12,2,3,1,40,1,4787
19295,28,9,9,5,2,4,3,0,40,1,0
19296,35,9,9,0,11,2,3,0,50,0,4650
19297,40,13,13,5,4,4,3,0,40,0,0
19298,55,13,13,5,12,4,3,0,40,1,0
19299,21,9,9,0,5,5,3,0,65,0,0
19300,49,10,10,0,11,2,0,1,40,0,0
19301,51,15,16,5,12,4,3,0,40,1,0
19302,57,8,15,5,7,4,1,0,40,1,-1902
19303,51,13,13,5,7,4,3,0,40,1,0
19304,38,5,6,0,7,2,0,0,40,0,0
19305,24,9,9,0,10,5,3,1,32,0,-1762
19306,45,9,9,5,7,4,3,0,40,0,0
19307,28,9,9,5,3,4,3,0,45,0,0
19308,42,8,15,5,12,4,3,0,60,1,-2415
19309,22,10,10,0,8,2,3,0,40,0,0
19310,28,14,14,5,11,4,3,0,40,0,0
19311,60,9,9,1,3,0,3,1,40,0,0
19312,31,9,9,3,3,0,3,1,40,0,-2238
19313,47,10,10,5,7,4,3,0,75,1,0
